team_name,video_id,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
Chelsea,IzfW0S8reWc,The ladies are so much better than the rest of their league it’s crazy. Beth England not celebrating her goal against us because she’s a blue forever. Bunch of legends in a league of their own,"Respect to Beth England for not celebrating, but the better team came out on top ","Well done ladies, keep winning we are proud of you",What a goal Lauren James! COYB ,Vital 3 points especially in a London Derby. Well done ladies,this team must win the women's champions league 2023. I hope that and we need it. Love you Ladies,"Lauren James is a very good footballer and now she is playing with some of the best players in the world it is giving her the confidence to enjoy the game and she is developing into what could be a mixture of Messi and neymar combined. I can see how much she is enjoying her game, what a wonderful goal running past players already knowing what she is gonna do next and just kept going until she was in a goal scoring position, please keep doing what you're doing because I am a supporter of Chelsea women and you have such a great team, plus seeing the smiles on your faces should shows how much you all enjoy playing together. beautiful football.",Keep up the good and hard work!! Lets goo!!!,Beautiful goal from Lauren James,I new that I should have put a bet on Beth England scoring against Chelsea the first game she played against her old team. she is a extremely talented footballer who I think has been so underated and this move to Tottenham will let so many big teams all over the world see how much of a goal scoring machine she is and I really hope that the England manager has at least the willingness to give her a few games starting for England because I am certain that she will score the first game she starts.,"Superb Strike, Chelsea Ladies!!!",Reiten really established herself as one of the best in the world,James solo run is amazing,Great performance ladies! Okay I need to have a word with the audio engineer...why is the audio split like this? ,"Tottenham Hotspur have improved markedly since the last, recent time, the plastics played them. Something to do with a couple of evergreen faces. Thanks for developing our sublime acquisition: Beth England!",Thank you for this.bro I'm sick of men team performance ,Congratulations   my chelsea,Great game,I love me some Chelsea ladies,"Buchanan , I am shocked! She slacked off to give the ball away to the opponents first goal! As always, Carter ball watching. It cost the blues 2 unnecessary goals. Chelsea, were lucky to win those 3 points! Wake up Emma, you won’t go far in the CL with that kind of defense.","I thought LJ was a little nonchalant, but now i realize how good she is.",Lauren James 🤯,"At least if our men are not doing well, women dey do well ","Samantha is absolutely amazing, she's the best women's and also perfect footballer! So much better then men's players)))) 
I'm from Russia and i was on few her games and saw her in live! ☀",Our ladies giving us pleasure consistently. ❣️❣️❣️❣️❣️,come on chelsea from ,I wish Emma could teach the men's team some lessons,Lauren James iss to op,,
Manchester City,tCyXd3lRmVQ,"haaland might have missed big chances but notice how easy it is for him to get them
once he scores in an official game things will go back to normal ",Foden - Haaland - Alvarez is a top tier line up! Looking forward to that this season and we’ll come back from this loss COME ON CITY!!!,I respect city from the bottom of my heart. Great rivalry but at the same time mutual respect between these two generational teams. Lots of love and respect - from a die hard Liverpool fan,"We always bounce back from loses, theres definitely postives to take away from this game. Lets keeping backing our boys they will get it right like we always do! Come on City!",I have a feeling Alvarez will be a massive influence and could eclipse Haarland having much less pressure on him,We always bounce back and come to life when needed the most.....MCFC 4 life,3 years ago Liverpool who were the UCL champions lost the community shield to us. They could have sulked and cried but no they worked harder and trained harder and won the following premier league season. Let's do something similar and win more than one cup this season. Let's go Blues ,Alvarez did really well even though he just played the 2nd time. I hope he gets more time on the next match,There's still the whole season ahead and I'm sure City will take their toll so cheer up,"Mohmad's  goal was writing in history
The strike was amazing",Things we'd love to see: Our new boy Alvarez scored on his debut and hit that Aguero celebration. The Argentina vibes continue!,The season hasn't even started yet. I trust you guys. Let's go,"Messi,CR7,Beckham, even the great Maradona they all missed ,whats different with Haaland?This guy is a beast iknow he will score a lot of them goals","Great for Julian Alvarez to show what he can do.  Lets get this straight, he's young, plays for the Argentine national side, had a trial with Real Madrid when he was 11 and already a legend at River Plate. 

You could see his eyes roll when he was asked about Erling Haaland! As good as Erling is Julian is not playing second-fiddle to Haaland, he's a worldie striker in his own right. City have and need 2 worldie strikers. 

Julian is tailor-made for the Premier League, strong as a bull, turns on a sixpence, probably suffers few match-missing injuries and will make a significant difference in those stubborn 0-0's at Crystal Palace and Leeds.

Just hope Pep doesn't farm him out to the wing to accommodate Erling. 

Cucarella for £50 million, really? When Julian cost £14 million!!!!!

Hope Alvarez picks up the lingo quickly, He's a legend-in-the-making!",So excited for alvarez.,"When Haaland and Alvarez get tune with our way to play football, mark my word this two will unstoppable ✌ Just let them adept in new league and new country  Everything need times and chemistry. Just counted Liverpool and City Pre season. How many match already their go through. Thats why Nunez know what Klopp want  But I trust Haaland and Alvarez  Cmon City",We had less preparation games important players gone and new arrivals with for sure great impact on our team.. So nothing to worry about...  Am pretty sure when al the players adapt to the situation our team will be a beast... And the good thing is our two signings scored already against great teams ❤️,"Everything we experience, both the good and the bad, will be leading us down the path to where we are supposed to be. 
Every win counts. Every mistake we make counts. 
We need time to get into the rhythm and Erling, you can do it, big man! 
We'll be back stronger, lads! Come on City!!","1-0 Trent Alexander-Arnold (21 min)
1-1 Julián Álvarez (70 min)
2-1 Mohamed Salah (83 min (PK))
3-1 Darwin Núñez (90+4 min)",Alvarez might become one of the world's best youngsters,"As a Liverpool fan I hope Haaland get on his feet, he's really talent! Hope the pressure won't get into his mind for too long.",well played Liverpool  big respect,The trophy doesn’t matter and what matters is what we have to get stronger next week,That is what 2 games vs 4 or 5 in pre season does. Liverpool was more in tune and sharper than us... still can't comprehend how we haven't planned more games,"The verdict is premature. We simply lost because we lacked fitness because we didn’t have a full pre-season and that’s it. Yes, halaand missed so what he’s human. He’s going to bang in loads of goals. We scored the most last year without a striker so imagine what’s going to happen now","This is a big learning game for Pep, the runs our two new strikers made were barely found, adapt to get those boys in behind and play those killer passes, its over for the opposition. Haaland will get his chance to show what hes about.",this season will be wild ,Wonderfull Save From Ederson + Debut Goal From Julian Alvarez. Manchester City Back To The Defeat Against Liverpool FC In The King Power Stadium. Commentator : Alistaar Mann & Michael Brown.,"Full momentum ahead,City!","Horrible performance 
Hope we will learn from our mistakes and come back stronger next time Cmon city"
Manchester City,omteyqu8Bwo,Bro but seriously….. being a goalie and this player running at you is scary enough he actually runs like an unstoppable machine,"as we expected, KDB’s vision + Haaland’s finishing!! ","I am getting goosebumps seeing this guy score. A perfect striker, look like he is made in a lab.","Had a season ticket at West Ham for almost 20 years and that was up there with one of the best performances I've seen against us. Isn't a flashy player, but you don't truly understand his genius until you watch him live. Ive never seen movement, cleverness of run or turn of pace like that in my life. He's a shark, and if he smells blood, good night. City fans gonna have one hell of fun season, good luck to yas.","That second goal, his acceleration is terrifying. I’m an Arsenal fan, we haven’t even played Man City but I’m already scared. So does every other club, he’s just warming up","Haaland could destroy anyone in his way, while scoring goals, he is an absolute monster ",That second goal is simply elite. Just pure confidence of a striker.,"Broooo that long ball to Haaland though, how did de bryune sync with Haalands acceleration so quickly. Goosebumps seeing these two beasts link up together. ❤️","The fact that the commentator said,  ""only one result"" even before he scored simply shows how great he is.",Haaland was amazing in this debut but holy crap De Bruyne looking like he is started right where he left off last season with the insane passes. I'm really excited to see how many De Bruyne to Haaland connections there are this season,De Bruyne Absolute Class. This duo gonna go miles ❤️❤️❤️,Not a City fan but boy am I happy for that kid! (Haaland) What a special talent!,"He will silence every haters 
Erling Haaland ",Haaland's finishing skill is unreal. What a goalscoring machine.,"I have to say, impressive run off the ball and what a clinical finish. This boy is strong, the real definition of a traditional number 9 fitting so well into the modern-day team...he's a super star",The second goal is simply.... PURE CLASS.,"Crazy Halaand the speed, the placing and technique what a player",Haaland is literally towering above the rest. Come on Sky blues  ,I am United fan but seeing Haaland really scares me and gives me chill goosebumps. What a signing for City✌️,My goodness Halaand's pace gave me goosebumps,De Bruyne's passing ability is insane...,"I mean take nothing away from Haaland's debut brace, but that ball from De Bruyne for the second was absolutely world class. As the commentator said, PL you have been warned. If this engine turns up week in week out with other clubs faltering this week oh boi we're in for a fun season. 100 point season maybe? Seems plausible",legend. he has everything. size. height. speed. strenght. and his finishing are good too.,Man City mereceu a vitória com méritos! Mas que dupla incrível Haaland e De Bruyne!!,1:17 one of the most satisfying runs I've seen this year and there's definitely more coming.,"You can’t help but want him to do well! From a Chelsea fan. When you see brilliance and class, you can’t help but appreciate it! What a BEAST! So jealous right now","Second goal, that pass, that run, that finishing..","Dude. His pace really is scary. Look at both his goals. The acceleration is insane. When I saw the first goal live, I thought he wouldn't get the ball the moment it was played, but a second later I saw big man bearing down on Areola and gets a penalty. I feel even as a fan I'm not used to seeing this from City, considering the past few seasons.
People were saying how he scored against Bundesliga teams that didn't sit deep. Bro. The dude had like 6-7 meters from outside of the penalty box, chasing a ball running away from him, and he still got it. I think he will do amazing.
Overall, I think this game perfectly demonstrated what Haaland brings to City. A pacey, clinical striker, unafraid to run and cause chaos in the opponent's backline. His current developed style perfectly suits what City needs in attack. This game, however, also demonstrated that City hasn't fully implemented that style into their system yet. Evident by a lot of missed/ignored runs.
Obviously not every single run needs a through ball, but I feel that if even some of these options were explored, he would've had a hat-trick.",Damnnn.. i remembered his debut at dortmund and he also scored and now his debut he scored TWO goals on his debut.. what a crazy player!,What a time to be a City fan (From a United fan )
Manchester City,G1JQc5F-w_g,What a world class performance from KDB✊✊He make me proud.,"Haaland kept the defenders away from the other city players , making it easier to get ahead.  good job by everyone making this a win","KDB is still the star of the team. Haaland is a great striker but KDB is something else man, easily one of the greatest midfielders of all time",Kelvin De Bruyne even as a Midfielder he still plays like a striker wow amazing am still waiting for Julian Alvarez premier league goal for City ,"The Premier start for City:

 ➤ 2 wins in 2 games.
 ➤ 6 goals in favor.
 ➤ 0 goals against.
 ➤ They already won as locals.
 ➤ They already won as visitors.
 ➤ Haaland already scored and assisted,
 ➤ De Bruyne already scored and assisted.
 ➤ Foden already scored and assisted.

 GUARDIOLA SYSTEM.","As a Liverpool fan, I'm scared of KDB this season. That guy us an heavenly demon. What a beautiful goal.
The kind of AMF we lack and really need",That outside foot goal by KDB....Pure Class,That goal from KDB left me speechless. A bit disappointed that Haaland didn’t score but I’m satisfied with his assist. Love to see Lewis getting some game time as well. Brilliant display from the blues today and let’s play even better against Newcastle! ,"De Bruyne is always a joy to watch,what a player he is,probably the best midfielder in the world right now,really really hope he wins the Champions league man,a player of his quality deserves atleast one CL,if he ends his career without a champions league trophy to his name it would break my heart and I have got nothing to do with City.","Top of the league while the noisy neighbours are 20th , we've scored 6 goals they've conceded 6 , this is poetry in motion . We look  good and the season just started . Cmon City ","De Bruyne is something Special we got for our side, love him ",Every goal was nice to watch...way to go Manchester City..cheers from  !,The 2nd goal of KDB was just fire.....The dribble,What a legend KDB is for city. I cant imagine the day when he will leave this club.,1:43 This pass from Grealish ,"My love for KDB just keeps on elevating higher and higher, he’s a joy to watch 🫶","From a Bournemouth fan, respect, a really classy display. We are just glad to be up in the top flight playing against teams like yours. Well done ",i think gundogan somehow has an impact in every city's  game whenever he plays in the first 11 squad,Cancelo is just so silky with the ball and what a pass from grealish later on. Beautiful kdb goal nice to have haaland do an assist and what a game,KDB is actually insane! I still feel he is a bit underrated,"Mahrez had a fantastic game. He was so so good in the match. Helped the team a lot, played for the team.","That early pass which Foden didn't give you Haaland but instead opted to shoot straight at the keeper's body. That would have been Haaland's first goal at the Etihad. But knowing Erling as we do,  this is just motivation for him. City still won,  but now we have an angry Haaland on our hands as well. I feel sorry for the next opponents.",What a start  proud of our boys KDB on fire,"I thought that KDB was gonna pass to Haaland, I bet that's what everyone expected too. So he took advantage and took the shot, took everyone off guard.","Haaland's assist was something else. 2 players were on him. He was on the ground but flicked the ball up past another defender for Gundogan. Basically took out 3 defenders with power,technique, tenacity.",No matter how many striker do City sign KDB always score ,City is absolutely insane. If haaland doesn't disappoint and kdb stays fit then they might win it all,KDB's Goal Was Spectacular ,Haaland gave a Balotelli-esque assist that's great,KDB deserves a ballon d'Or...it's a blessing to support the winning team 🥂
Manchester City,ZLcY9eOzdcw,Both Manchester teams had a scoreline of 4-0! Great performances from both sides of Manchester ,"Even when Haaland doesn’t score, his presence creates things for those around him","I can't get enough of this game, we were so good",Another De Bruyne masterclass,This team is unbelievable.We have ten strikers on the team because everyone can score.Proud,Gundogan always looks so harmless… he’s silent but deadly great player,"Halland is a genius. Two pass per game, and one of them is assist. Without Rofl, he's a genius. Pulls rivals on themselves.",Thanks guys you deserve the trophy ,KDB is just pure class ,"I wanted Haaland to score so bad , when Foden failed to pass the ball to him it really bumped me off",Haaland creates so much space for his teammates. Constantly drawing multiple defenders. Who are so worried about marking his dynamic runs into the box. Nice to see Gundogan in great form. Gonna rely on him heavily this season. KDB I absolutely brilliant! Makes the difficult look silky smooth. Great performance by Manchester City! C'mon CI-TEH!!!,"KDB is still the star of the team.  erling Haaland is a great striker but KDB is something else man, easily one of the greatest midfielders of all time, easily",U can se that haaland isn't selfish and is willing to let everyone scores hope the team really help him to get more chances,Grande jogo...venceu o melhor.,Grealish loves to do everything to make Haaland happy ,That Halaand assist ,This team is unstoppable ,Guardiola  and the team should help Haaland keep scoring goals in easy games like this so the other teams start to fear him and feel the pressure only by his presence. The same thing happened last year with Benzema that kept scoring game after game and helped Real Madrid wining the CL.,"I was Soo happy for all the players, I wish they continue",I'm glad other players are taking chances and scoring. I was concerned after the West Ham game with only 2 shots on targer with all the possession.,haaland is doing assitants and always being in the area. hes a great player plus these monsters omg man city is in another level,"That Assist from KDB is sensational as always!
Then his goal is one-of-a-kind
Honestly, KDB is in a class of his own! 

The Haaland's assist to Gundogan was so cool  Who would have believed he could. Thanks to his relentless long legs 🦵

Gundogan brought home the EPL title   and now scores the first opening goal for us at Etihad! Dude is a star ",What an assist from Haaland,Proud to be a Cityzen ,"What a performance. Team looking absolutely good. These commentators make me sick, though.",Fantastic game. Foden was a bit selfish but props to him for the eventual goal. De Bruyne on brand..simply beautiful to watch the man play/assist/score.,Halaand's strength on Gundagaan goal oh my word,Haaland playing in Germany really improved his passing and effective dribbling same for Sancho too,"The video turned out amazing, congratulations on the win, keep it up.",Wicked goal by kevin ⚽
Manchester City,u_Al2My1A6I,"City's midfielders were class, especially #6, #7, #10","Proud bein a City Fan, dominating in all parts and the City Group is also growing, Future is bright!","Oscar Bobb #10. Nice vision, good left foot, he understands really well the game. Last season he played at #7, #11 and #9 positions.",They are just too good and i love tge way they give the youngsters the opportunity also to get experiences with the first team that helps a lot,Well done boys!!,Both teams are outstanding...,Good job lads ✊,Our academy sooooo good ,"The video was amazing, keep it up, Man City.",Our academy amazing players,Lovely blues giving their opponents the blues congrats,When these guys gets a litle older they will make the first team even better!!!,This mebude is looking decent ,Vamos city ,Thanks for posting the highlights 🦈🦈🦈🦈,Borgesss what a playerr! Would love to see in first team soon,"All City teams winning these days, what a club.

CITY, CITY, the best team in north west and all the world. (Sung to the 1958 movie ""the Vikings"") CTID 🤣.",Godd jobb man blue,Come on blues,We have the best academy in the world! Future is in safe hands!,Delap doesn't play for both the first team nor the academy ,I'm gonna miss kayky,Man City for life bro,borges is making it. i have no doubts,"Manchester city is always a Manchester city 
Cityzens are same ",Idc stop holding my man Haaland back ,Man city my love,Congrats city...,future stars,
Manchester City,r_F9oPTqNFM,That free kick by Trippier was insane. What a performance by Maxi. Up the toon,This is why City needed Haaland. To be there to finish. Got the point cause he was in the right place at the right time. He's gonna be crucial when it comes to knockout cup games. Can't wait,"I wanted Haaland to score that through pass so badly, his speed and strength was just incredible, and the pass from KDB was just superb as well. Would’ve been an incredible goal if it hit the back of the net ","Phenomenal free kick from Trippier, and an outstanding assist from KDB. Both teams were excellent this match! Great highlights!","Defence leaking today but the attack looks sharp imo , we created so much today , it feels as if KDB and Haaland will assist and score every game . I see Haaland scoring 30+ if he stays healthy and guys at some point we will have to talk about Foden's recent selfishness in his game , that's two assists to Haaland completely ignored .",Nobody is talking about the free kick । It will be hard to replicate/ beat this season . The keeper was not expecting him to strike it on his side,1:36 Unreal pass from KDB! 🤯,Someone has to tell foden it's Halaand in the middle of goal not sterling. Pass the damn ball,The way other players start making runs in behind immediately when KDB touches the ball just shows how good he is coz they know the ball is coming,De Bruyne's pass though is hot,"The team showed character, putting up a fight and not giving up.   From 3-1 down to a 3-3 draw, that's a good fight!!  It's a draw, but the fighting spirit is a winner!!  Proud of the boys, onwards we go <3",We fought back to drew this game when we surely know we were losing it that's the spirit of the champions ,"To be honest, I've never seen such an awesome performance from both teams like I have today. Look at KDB's nutmeg pass to give Bernado a starter for the season. Just WOW!",What a performance by Newcastle ,This was just a great game. I'm not even mad we bottled a 3-1 lead since City are such a great team,"That ""DeBruyne's"" assist is one in a billion",That Trippier goal was just amazing ⚫⚪,"New Castle really played well, Maximin was untouchable. KDB is just a class player, Berbardo and Halaand Top quality!",That pass from KDB ,"Hats off to Manchester City players, how could  they come back in a such  tough match like this !",Both teams played well and the free kick by tripper was amazing,"As an Arsenal fan, that was a THRILLING game. Phew! ",One of the most intense games we've seen!!! ,That’s a FK of the month and even a season for Trippier. Great match for Newcastle!,"as a man who loves football,that assist from kdb for bernardo was absoletuly mindfuck",What a fight from  Newcastle n what a comeback from City n yes what a blast from Trippier n definitely what madness from St.Maximin.Want to see such matches in the premier league again n again.,Fair play to Newcastle! They played superb yesterday,"It's a joy watching Haaland play eh ? What a beast; Pace, power and finishing .
A Real Madrid fan.","Newcastle are serious , but I couldn't believe it🤯 what a game they  fought well",
Manchester City,6i1Sz7gnEVk,"For this being a charity match, both keepers were in quite the “giving” spirit!",The guardiola and xavi interaction was soo heartwarming ❤️,"I know it's a friendly match for a good cause, but that Haaland's dive is something else!","The best friendly match ever I've seen, like they were so good to each other, so calm, so polite and at the last how they all get together like partying. Really lovely","Haaland what a dive ! As a Madrid fan, the match was enjoying to watch.",Halland going down like someone’s just sniped him from the stands ,I really appreciated this match there was no arogance or anger among the players and everyone played really well,The commentary tonight was     even for a friendly match and when the commentator said even with haaland on the pitch mahrez is still preferred penalty taker I think mbappe and PSG could learn a thing or two from this.,"I love alvarez, his high pressing and just giving everything is amazing!",Seeing Guardiola and xavi hugging and smiling makes my heart filled with joy🤍☺️,"That moment Xavi and Guardiola were having a conversation is really golden.
🤗
2 legends.","Watching these two teams playing was like watching a team training, mostly, passing ability same tactic, same playstyle.","I think Pep was getting real emotional during this game after all he used to lead camp nou to golden era back then, that's where he made his name . And to see his student leading his old club.",The friendship with the score of 3-3 for the two teams is as beautiful as the love between teacher Pep and Xavi's students,"Un très beau match , contre les copains d'hier et un retour aujourd'hui sur le même terrain mais pas le même poste . Mer i pour ce magnifique match .",Alvarez played well again. A few misses but he was very active and pushing to get the ball,Good game from both teams and an amazing stadium atmosphere with 91k fans . Both teams got a taste playing against a team with very similar playing style .,My favorite part of the game was after full time when I saw Pep and Xavi relating like father and his beloved son.❤,"It was a great match, it's doesn't matter if is a friendly match, both team give a great level, and the main objective was achieved.","3:25 Really like how Alvarez plays, he's so aggressive, oh my days, wish they'd play him more ",Barça fan here but I genuinely enjoyed watching these two play against each other. Welcome to Camp Nou City. We’re officially brothers.,This is the true definition of a friendly match,"What a match! Great play by both sides. No fights. The coaches hugged, smiled and chatted in the end, so did the players.",i was at this match and there was like 50 city fans but when we scored i screamed my heart out,Really great game from these 2 teams respect all over today  ,4:05 the best scoring pass by De Bruyne,"Alvarez is extremely good at high pressing, that's gonna be key for City in the CL, i can imagine some games being rough and complicated but resolved with Alvarez's high pressing, that's the way Madrid did it with Benzema","Both my Teams. Both managers I love.
This was just awesome",7:44 omg it was sooo good see them together... The Guardiola-era in Barca... that was wonderful times.,Seeing Xavi and Pep share that warmth is satisfying to watch. Nice game.
Manchester City,OfhJ6zyj5CM,"That 3rd Haaland goal... he pushed off that defender with such ease, and the snap of his shot, so much power in it and he didn't even move his leg that far, very impressive",I love how Haaland spawns in the penalty area,That third City goal was a work of art. The way football should be played.,"he’s a freak of nature. he’s someone you make as a player in career mode. tall, strong, fast, finishing","8:38 That goal. That celebration. The camera angle. The shaking cinematography. The crowd. The Erling Haa-trick. 
JUST EPIC. PURE LEGENDARY",Haaland is extraordinary. He just makes scoring so easy.,"Bernado is making a statement, what a player","I'm not a MC fan (Spurs) but what I like about EH is his decision to not take a touch an fall over. He has the strength to fend off two defenders, compose himself and hit the target for that third goal. Simply beautiful to watch again as this is how it used to be.",THIS GAME WILL NEVER GET OLD!! I LOVE THIS TEAM,"This was my first city game in person, I watch these highlights all the time it makes me so happy knowing I witnessed Haaland’s first city hat trick :’)","Man , he’s always there, always making runs. The guy is going to be the best striker in the world.",5:32 Everyone went to celebrate Bernado’s goal while Haaland went for the ball. Shows how much he cares for the team . True baller,World class at the age of 22. Erling Haaland is built different! ,"Tears of joy watching Haaland, he's so good.","1:09 First Goal (Cristal Palace)
3:21 Second Goal (Cristal Palace)
5:15 Third Goal (Manchester City)
6:51 Fourth Goal (Manchester City)
7:50 Fifth Goal (Manchester City)
8:24 Sixth Goal (Manchester City)",Haaland... incredible goal from an incredible player,"Cómo Haaland defiende la posición en el último gol es increíble, es un monstruo ","Always coming back to this. Extraordinary. If we don't win the title, sadly this vibe will be buried. We have to win!",Just what I needed. Extended highlights of this masterpiece. Haaland is a beast and can't wait to see what else he can bring to the team ,Alvarez is underrated. His tactical awareness is great: he knows where to move and always where he needs to be,"When Cristiano changed the physique standards in 07-09 in the Prem it was amazing to see, now it’s crazy to imagine Erling raising the physique bar even higher. For his size to have that kind of speed and technique is amazing. A new era of strikers on the way?","“Haaland has his first City match ball, it will not be his last.”

Understatement of the millennium.","Where are the people saying Haaland will not rip defenses apart.... clowns, why would a young strong hungry striker like this boy not live for moments like this. This is all he dreams about and more goals will follow, even as a Man United fan i cannot deny this boy is the envy of any team in Europe right now.",Every position's players are world class. What a wonderful team,"As an Arsenal fan, I have no words to describe Erling, he's just a beast in front of goal, strength, pace, agility, power, aggression, he has it all",I've rewatched this 100x. This comeback was just brilliant! Go CITY!!!,Halland 3rd goal shows his physical strength to hold off the defender....strong young man,2:00 : Haaland kicking the air but still able to Made hattrick. What a brilliant performance from him,"The last one was incredible.
He had two defenders on him, turned his back to one of them and still kept his crazy pace. On top of that he knocked him out and found the space to finish in the corner. Beautiful.
A masterclass.","Im a LP FAN, must admit,Haaland definitely a natural born striker,truly a player the world can admire, always full of good charisma on and off the field, not realy a fan of Man City but i always makes time to watch Haaland plays,hope strikers watch and learn from this great young man, he for sure knows his bussiness, LP FAN"
Manchester City,USvQ14T983Q,"Only 5 teams in the premier league has scored more goals than Erling Haaland . This guy is absolutely unstoppable , he is a poacher against low blocks , he's devastating running in behind higher defensive lines , he's an aerial threat , absolute powerhouse of a number #9 . It's crazy we also have Julian Alvarez , we have the two best younger strikers in the world , it's scary times for everyone.",Haaland is just perfect. He's good as a goal poacher while he also plays decoy sometimes and also passes the ball unlike some selfish players.,This was the Haaland game but we shall not forget about Alvarez he was brilliant ,"I'm glad to see most City's fans enjoy Julián Alvarez style of playing. Not only when it comes to scoring goals or his technique, but also his great deployment to play and connect with his teammates forwards ot midfielders, as well as his effort to press and recover the ball. 'Cause for us River Plate fans, it's 'normal' to see all this from him almost every game! You really bought 'our diamond'. Please take care of him, because in addition to being a great player, he is a great guy, humble and hard-working. Cheers.","Beautiful goals from Haaland, Alvarez and Cancelo.",Alvarez's 2nd goal was class. He showed how well balanced he is to take shots from difficult balls. Also he has never overshot any ball yet,Yea Haaland is great but I am absolutely amazed by Alvarez. What a player.,"Alvarez is one to watch. I really like his movements without the ball,the runs he make to open spaces wow.His shots are so accurete aswell",I am amazed more with Julian Alvarez Than Haaland what a player,As a River Plate fan watching Julian do well for Man City brings me nothing but joy. I hope he brings Man City fans as much happiness as he brought us. Que grande la araña que pica!!!,"5 Matches and 9 Goals
What a player ",I’m loving Haaland scoring almost every game but Alvarez is so good as well. He played super well in the pre-season but today he’s shown he’s a finisher as Haaland as well,"Haaland and Álvarez?!

Chelsea fan but I’m in awe of those 2! Wish Chelsea had scouts like City :(","Haaland, the goal-getter.
I'm officially a City fan.",Another remarkable game and Haaland Álvarez duo is full power ,"I really liked the second goal. When Holland did not hit, but gave it away, and the ball bounced back to him. It is not typical for goalscorers, and that is what is very cool.",Haaland all goals were taps ins & with open goalpost but Alvarez's 2 goals are like Aguero's world class goal. But he just get 1st starter so we should give alvarez more time,What a game! Haaland and Alvarez were brilliant. Don't forget that strike from Cancelo too!,"How are we skipping over the fact that this was a perfect hattrick???
Left foot right foo and a header",When the game is so good that you come back and watch the highlights. This team makes me so happy. What a time to be a City fan!,"Haaland is super no doubt since his signing. But I'm so impressed by Julian Alvarez, this guy looks the real deal.",Haaland and Alvarez they both scored with both left and right foot they are as talent as it get,"Haaland is good. But we have another brilliant player in our team, yes Alvarez. What a player!","So far, Man City has felt like it needed 20 chances in every game to score 3-4 goals, even if Agüero played. With Erling Haaland and Julian Alvarez, the team doesn't waste any more chances, they almost make the maximum out of little.",The 2 goals by Alvarez were amazing he really scored supab goals....he will be a great striker for city,"The First Alvarez goal
Goosebumps, reminded me of Kun","actually happy for Alvarez too, hopefully he continues to do well & gets his spot for the world cup",You guys don't appreciate the technique behind Alvarez' goals just amazing,I has feeling that alvarez's playing style is similar to aguero and that last goal was typical aguero's goal. What a player,Haaland as expected...but man...Alvarez is something else
Manchester City,pDRvI9-iYgk,"Haaland is a monster,and alvarez is unpredictable beast",Absolutely unbelievable we’ve got Haaland and Alvarez debuts in the same season,Haaland gets all the headlines but Alvarez was brilliant too.,This team has the ability to win for years. So much youth and talent. Haaland and Alvarez just remind of the old days with Dzeko and Aguero,"people should give more appreciation for foden plays, foden and haaland is a beast duo","It's not only a hattrick, it's the PERFECT hattrick!
3 goals in one half of the game, 1 left foot goal, 1 right foot, 1 header goal. amazing!",Guardiola's face when Alvarez scores his 2nd goal 🤩,"Haaland is simply a beast!!!. His awareness of the ball is so crazy and his positioning, Perfect.",Back to Back hat tricks for Haaland. He's going to be phenomenal this season,"Alvarez is really something else,his accuracy and shot taken quality ",Alvarez and Haaland are gems!!!,"Alvarez's run sure reminds me of messi, His agressiveness reminds me of Aguero, his angles reminds me of Aguero.",Besides the goals... It was sweet to have the clean sheet ... Halaand's pressing put the goalie under pressure and that resulted in the second... They've been making a fuss about his few touches but his off the ball movements is super impressive... Let's keep the momentum going... ,"Alvarez has Jesus's work rate and Kun's finishing. top player we have.

Haaland is like a marauder made to score goals. ","When Álvarez is inside the match, City is different, even Haaland is unstoppable, ✌️",Alvarez 2nd goal. He's running from other side to the other side directly into the opposition box to score. what a pressing player. true no.10,What a fabulous team. It's not about Haaland or Alvarez. It's about the team.,Finally Foden on the same wavelength with Halaand. That's what we all want to see,Nice to see Foden from being selfish to assisting Haaland twice. The whole team is starting to understand that now they have a real striker again ,Alvarez hard working player.Alvarez 2nd goal speechless ❤️❤️,"Not just Haaland, the whole team is ",This lineup is the best lineup with high chemistry between midfielder and strikers. Good job for all the players. Heading to tbe next one!!,"Haaland has done more than expected but a lot of people believe that Julian Alvarez can do more, but the reason for the silence is because he is a truly terrifying player going forward.",Great that the city channel is showing extended highlights! I wish all the clubs follow suit! Also would be awesome to see the lineups at the start,"Alvarez almost bagged a hatrick, this kid is gooooooood","As a United fan, gotta say what a fantastic lineup. The chemistry and passion is amazing. Haaland getting the hatrick, but yet goes right way to his team mate who asisted, is just beautyfull. Great plays.",Haaland and Alvarez are a great combination to watch,That pass from Joao Cancelo was world class masterpiece. Beautiful assist that was,What a year for Man City . Just Unstoppable ,"Where there IS soccer, there is Halland, what a striker !"
